id,speed,travel_time,status,data_as_of,link_id,link_name,link_points,encoded_poly_line,borough,owner,transcom_id,data_id
1586,30.0,36.0,OK,2026-01-15T08:50:00.000,CHD_PM_007,Purv Marg - Seg 7,"30.7122,76.8118",,CHANDIGARH,CHDTA,2586,1586
1587,37.4,28.9,OK,2026-01-15T08:50:00.000,CHD_PM_008,Purv Marg - Seg 8,"30.72,76.8155",,CHANDIGARH,CHDTA,2587,1587
1588,33.0,32.7,OK,2026-01-15T08:50:00.000,CHD_PM_009,Purv Marg - Seg 9,"30.7151,76.8191",,CHANDIGARH,CHDTA,2588,1588
1589,35.6,30.3,OK,2026-01-15T08:50:00.000,CHD_PM_010,Purv Marg - Seg 10,"30.7109,76.8227",,CHANDIGARH,CHDTA,2589,1589
1590,29.5,36.6,OK,2026-01-15T08:50:00.000,CHD_PM_011,Purv Marg - Seg 11,"30.7105,76.8264",,CHANDIGARH,CHDTA,2590,1590
1591,37.2,29.0,OK,2026-01-15T08:50:00.000,CHD_PM_012,Purv Marg - Seg 12,"30.7111,76.83",,CHANDIGARH,CHDTA,2591,1591
1592,30.5,35.4,OK,2026-01-15T08:50:00.000,CHD_S8_001,Sec 8/9 Road - Seg 1,"30.75,76.7791",,CHANDIGARH,CHDTA,2592,1592
1593,35.1,30.8,OK,2026-01-15T08:50:00.000,CHD_S8_002,Sec 8/9 Road - Seg 2,"30.7521,76.7794",,CHANDIGARH,CHDTA,2593,1593
1594,39.7,27.2,OK,2026-01-15T08:50:00.000,CHD_S8_003,Sec 8/9 Road - Seg 3,"30.7543,76.7786",,CHANDIGARH,CHDTA,2594,1594
1595,33.8,32.0,OK,2026-01-15T08:50:00.000,CHD_S8_004,Sec 8/9 Road - Seg 4,"30.7564,76.7779",,CHANDIGARH,CHDTA,2595,1595
1596,37.0,29.2,OK,2026-01-15T08:50:00.000,CHD_S8_005,Sec 8/9 Road - Seg 5,"30.7586,76.7786",,CHANDIGARH,CHDTA,2596,1596
1597,35.9,30.1,OK,2026-01-15T08:50:00.000,CHD_S8_006,Sec 8/9 Road - Seg 6,"30.7607,76.7798",,CHANDIGARH,CHDTA,2597,1597
1598,35.3,30.6,OK,2026-01-15T08:50:00.000,CHD_S8_007,Sec 8/9 Road - Seg 7,"30.7629,76.7789",,CHANDIGARH,CHDTA,2598,1598
1599,25.4,42.5,OK,2026-01-15T08:50:00.000,CHD_S8_008,Sec 8/9 Road - Seg 8,"30.765,76.7797",,CHANDIGARH,CHDTA,2599,1599
1600,32.1,33.6,OK,2026-01-15T08:50:00.000,CHD_S16_001,Sec 16/17 Road - Seg 1,"30.75,76.7857",,CHANDIGARH,CHDTA,2600,1600
1601,39.5,27.3,OK,2026-01-15T08:50:00.000,CHD_S16_002,Sec 16/17 Road - Seg 2,"30.7521,76.784",,CHANDIGARH,CHDTA,2601,1601
1602,36.7,29.4,OK,2026-01-15T08:50:00.000,CHD_S16_003,Sec 16/17 Road - Seg 3,"30.7543,76.7854",,CHANDIGARH,CHDTA,2602,1602
1603,36.6,29.5,OK,2026-01-15T08:50:00.000,CHD_S16_004,Sec 16/17 Road - Seg 4,"30.7564,76.7854",,CHANDIGARH,CHDTA,2603,1603
1604,33.7,32.0,OK,2026-01-15T08:50:00.000,CHD_S16_005,Sec 16/17 Road - Seg 5,"30.7586,76.7851",,CHANDIGARH,CHDTA,2604,1604
1605,35.8,30.2,OK,2026-01-15T08:50:00.000,CHD_S16_006,Sec 16/17 Road - Seg 6,"30.7607,76.7845",,CHANDIGARH,CHDTA,2605,1605
1606,33.8,32.0,OK,2026-01-15T08:50:00.000,CHD_S16_007,Sec 16/17 Road - Seg 7,"30.7629,76.7853",,CHANDIGARH,CHDTA,2606,1606
1607,27.6,39.1,OK,2026-01-15T08:50:00.000,CHD_S16_008,Sec 16/17 Road - Seg 8,"30.765,76.7842",,CHANDIGARH,CHDTA,2607,1607
1608,34.4,31.4,OK,2026-01-15T08:50:00.000,CHD_S22_001,Sec 22/23 Road - Seg 1,"30.75,76.7919",,CHANDIGARH,CHDTA,2608,1608
1609,34.3,31.5,OK,2026-01-15T08:50:00.000,CHD_S22_002,Sec 22/23 Road - Seg 2,"30.7521,76.7919",,CHANDIGARH,CHDTA,2609,1609
1610,37.6,28.7,OK,2026-01-15T08:50:00.000,CHD_S22_003,Sec 22/23 Road - Seg 3,"30.7543,76.7929",,CHANDIGARH,CHDTA,2610,1610
1611,27.2,39.7,OK,2026-01-15T08:50:00.000,CHD_S22_004,Sec 22/23 Road - Seg 4,"30.7564,76.7928",,CHANDIGARH,CHDTA,2611,1611
1612,35.2,30.7,OK,2026-01-15T08:50:00.000,CHD_S22_005,Sec 22/23 Road - Seg 5,"30.7586,76.7915",,CHANDIGARH,CHDTA,2612,1612
1613,25.5,42.4,OK,2026-01-15T08:50:00.000,CHD_S22_006,Sec 22/23 Road - Seg 6,"30.7607,76.792",,CHANDIGARH,CHDTA,2613,1613
1614,39.2,27.6,OK,2026-01-15T08:50:00.000,CHD_S22_007,Sec 22/23 Road - Seg 7,"30.7629,76.7914",,CHANDIGARH,CHDTA,2614,1614
1615,26.6,40.6,OK,2026-01-15T08:50:00.000,CHD_S22_008,Sec 22/23 Road - Seg 8,"30.765,76.7928",,CHANDIGARH,CHDTA,2615,1615
1616,25.3,42.7,OK,2026-01-15T08:50:00.000,CHD_S34_001,Sec 34/35 Road - Seg 1,"30.75,76.7997",,CHANDIGARH,CHDTA,2616,1616
1617,29.7,36.4,OK,2026-01-15T08:50:00.000,CHD_S34_002,Sec 34/35 Road - Seg 2,"30.7521,76.7986",,CHANDIGARH,CHDTA,2617,1617
1618,27.3,39.6,OK,2026-01-15T08:50:00.000,CHD_S34_003,Sec 34/35 Road - Seg 3,"30.7543,76.7993",,CHANDIGARH,CHDTA,2618,1618
1619,35.4,30.5,OK,2026-01-15T08:50:00.000,CHD_S34_004,Sec 34/35 Road - Seg 4,"30.7564,76.7992",,CHANDIGARH,CHDTA,2619,1619
1620,31.2,34.6,OK,2026-01-15T08:50:00.000,CHD_S34_005,Sec 34/35 Road - Seg 5,"30.7586,76.7983",,CHANDIGARH,CHDTA,2620,1620
1621,36.6,29.5,OK,2026-01-15T08:50:00.000,CHD_S34_006,Sec 34/35 Road - Seg 6,"30.7607,76.7995",,CHANDIGARH,CHDTA,2621,1621
1622,38.8,27.8,OK,2026-01-15T08:50:00.000,CHD_S34_007,Sec 34/35 Road - Seg 7,"30.7629,76.7991",,CHANDIGARH,CHDTA,2622,1622
1623,38.1,28.3,OK,2026-01-15T08:50:00.000,CHD_S34_008,Sec 34/35 Road - Seg 8,"30.765,76.7996",,CHANDIGARH,CHDTA,2623,1623
1624,36.0,30.0,OK,2026-01-15T08:50:00.000,CHD_EL_001,Elante Mall Approach - Seg 1,"30.7061,76.8016",,CHANDIGARH,CHDTA,2624,1624
1625,25.9,41.7,OK,2026-01-15T08:50:00.000,CHD_EL_002,Elante Mall Approach - Seg 2,"30.7071,76.8024",,CHANDIGARH,CHDTA,2625,1625
1626,27.1,39.9,OK,2026-01-15T08:50:00.000,CHD_EL_003,Elante Mall Approach - Seg 3,"30.7081,76.8032",,CHANDIGARH,CHDTA,2626,1626
1627,28.1,38.4,OK,2026-01-15T08:50:00.000,CHD_EL_004,Elante Mall Approach - Seg 4,"30.7091,76.804",,CHANDIGARH,CHDTA,2627,1627
1628,29.9,36.1,OK,2026-01-15T08:50:00.000,CHD_EL_005,Elante Mall Approach - Seg 5,"30.7101,76.8048",,CHANDIGARH,CHDTA,2628,1628
1629,34.9,30.9,OK,2026-01-15T08:50:00.000,CHD_IT_001,IT Park Approach - Seg 1,"30.727,76.801",,CHANDIGARH,CHDTA,2629,1629
1630,32.9,32.8,OK,2026-01-15T08:50:00.000,CHD_IT_002,IT Park Approach - Seg 2,"30.728,76.8018",,CHANDIGARH,CHDTA,2630,1630
1631,29.7,36.4,OK,2026-01-15T08:50:00.000,CHD_IT_003,IT Park Approach - Seg 3,"30.729,76.8026",,CHANDIGARH,CHDTA,2631,1631
1632,27.6,39.1,OK,2026-01-15T08:50:00.000,CHD_IT_004,IT Park Approach - Seg 4,"30.73,76.8034",,CHANDIGARH,CHDTA,2632,1632
1633,38.7,27.9,OK,2026-01-15T08:50:00.000,CHD_IT_005,IT Park Approach - Seg 5,"30.731,76.8042",,CHANDIGARH,CHDTA,2633,1633
1634,30.1,35.9,OK,2026-01-15T08:50:00.000,CHD_PG_001,PGI Hospital Approach - Seg 1,"30.7646,76.776",,CHANDIGARH,CHDTA,2634,1634
1635,30.3,35.6,OK,2026-01-15T08:50:00.000,CHD_PG_002,PGI Hospital Approach - Seg 2,"30.7654,76.7766",,CHANDIGARH,CHDTA,2635,1635
1636,36.6,29.5,OK,2026-01-15T08:50:00.000,CHD_PG_003,PGI Hospital Approach - Seg 3,"30.7662,76.7772",,CHANDIGARH,CHDTA,2636,1636
1637,35.8,30.2,OK,2026-01-15T08:50:00.000,CHD_PG_004,PGI Hospital Approach - Seg 4,"30.767,76.7778",,CHANDIGARH,CHDTA,2637,1637
1638,34.6,31.2,OK,2026-01-15T08:50:00.000,CHD_PG_005,PGI Hospital Approach - Seg 5,"30.7678,76.7784",,CHANDIGARH,CHDTA,2638,1638
1639,35.4,30.5,OK,2026-01-15T08:50:00.000,CHD_IB_001,ISBT Approach - Seg 1,"30.7226,76.7511",,CHANDIGARH,CHDTA,2639,1639
1640,34.2,31.6,OK,2026-01-15T08:50:00.000,CHD_IB_002,ISBT Approach - Seg 2,"30.7235,76.7521",,CHANDIGARH,CHDTA,2640,1640
1641,27.9,38.7,OK,2026-01-15T08:50:00.000,CHD_IB_003,ISBT Approach - Seg 3,"30.7244,76.7531",,CHANDIGARH,CHDTA,2641,1641
1642,28.7,37.6,OK,2026-01-15T08:50:00.000,CHD_IB_004,ISBT Approach - Seg 4,"30.7253,76.7541",,CHANDIGARH,CHDTA,2642,1642
1643,33.4,32.3,OK,2026-01-15T08:50:00.000,CHD_IB_005,ISBT Approach - Seg 5,"30.7262,76.7551",,CHANDIGARH,CHDTA,2643,1643
1644,28.4,38.0,OK,2026-01-15T08:50:00.000,CHD_RG_001,Rock Garden Approach - Seg 1,"30.745,76.814",,CHANDIGARH,CHDTA,2644,1644
1645,39.6,27.3,OK,2026-01-15T08:50:00.000,CHD_RG_002,Rock Garden Approach - Seg 2,"30.7462,76.815",,CHANDIGARH,CHDTA,2645,1645
1646,29.5,36.6,OK,2026-01-15T08:50:00.000,CHD_RG_003,Rock Garden Approach - Seg 3,"30.7474,76.816",,CHANDIGARH,CHDTA,2646,1646
1647,29.3,36.9,OK,2026-01-15T08:50:00.000,CHD_RS_001,Rose Garden Approach - Seg 1,"30.738,76.782",,CHANDIGARH,CHDTA,2647,1647
1648,28.1,38.4,OK,2026-01-15T08:50:00.000,CHD_RS_002,Rose Garden Approach - Seg 2,"30.739,76.7828",,CHANDIGARH,CHDTA,2648,1648
1649,35.6,30.3,OK,2026-01-15T08:50:00.000,CHD_RS_003,Rose Garden Approach - Seg 3,"30.74,76.7836",,CHANDIGARH,CHDTA,2649,1649
1650,29.8,36.2,OK,2026-01-15T08:50:00.000,CHD_RS_004,Rose Garden Approach - Seg 4,"30.741,76.7844",,CHANDIGARH,CHDTA,2650,1650
1651,30.2,35.8,OK,2026-01-15T08:55:00.000,CHD_MM_001,Madhya Marg - Sec 1 to 2,"30.765,76.7764",,CHANDIGARH,CHDTA,2651,1651
1652,39.0,27.7,OK,2026-01-15T08:55:00.000,CHD_MM_002,Madhya Marg - Sec 2 to 3,"30.7623,76.7747",,CHANDIGARH,CHDTA,2652,1652
1653,36.9,29.3,OK,2026-01-15T08:55:00.000,CHD_MM_003,Madhya Marg - Sec 3 to 4,"30.7595,76.7754",,CHANDIGARH,CHDTA,2653,1653
1654,29.1,37.1,OK,2026-01-15T08:55:00.000,CHD_MM_004,Madhya Marg - Sec 4 to 5,"30.7568,76.7752",,CHANDIGARH,CHDTA,2654,1654
1655,26.8,40.3,OK,2026-01-15T08:55:00.000,CHD_MM_005,Madhya Marg - Sec 5 to 6,"30.7541,76.7767",,CHANDIGARH,CHDTA,2655,1655
1656,35.1,30.8,OK,2026-01-15T08:55:00.000,CHD_MM_006,Madhya Marg - Sec 6 to 7,"30.7514,76.7765",,CHANDIGARH,CHDTA,2656,1656
1657,30.7,35.2,OK,2026-01-15T08:55:00.000,CHD_MM_007,Madhya Marg - Sec 7 to 8,"30.7486,76.7771",,CHANDIGARH,CHDTA,2657,1657
1658,7.9,136.7,SLOW,2026-01-15T08:55:00.000,CHD_MM_008,Madhya Marg - Sec 8 to 9,"30.7459,76.7748",,CHANDIGARH,CHDTA,2658,1658
1659,7.1,152.1,SLOW,2026-01-15T08:55:00.000,CHD_MM_009,Madhya Marg - Sec 9 to 10,"30.7432,76.7758",,CHANDIGARH,CHDTA,2659,1659
1660,7.8,138.5,SLOW,2026-01-15T08:55:00.000,CHD_MM_010,Madhya Marg - Sec 10 to 11,"30.7405,76.7747",,CHANDIGARH,CHDTA,2660,1660
1661,7.0,154.3,SLOW,2026-01-15T08:55:00.000,CHD_MM_011,Madhya Marg - Sec 11 to 12,"30.7377,76.7752",,CHANDIGARH,CHDTA,2661,1661
1662,4.5,240.0,SLOW,2026-01-15T08:55:00.000,CHD_MM_012,Madhya Marg - Sec 12 to 13,"30.735,76.776",,CHANDIGARH,CHDTA,2662,1662
1663,4.4,245.5,SLOW,2026-01-15T08:55:00.000,CHD_MM_013,Madhya Marg - Sec 13 to 14,"30.7323,76.7747",,CHANDIGARH,CHDTA,2663,1663
1664,6.6,163.6,SLOW,2026-01-15T08:55:00.000,CHD_MM_014,Madhya Marg - Sec 14 to 15,"30.7295,76.7752",,CHANDIGARH,CHDTA,2664,1664
1665,4.7,229.8,SLOW,2026-01-15T08:55:00.000,CHD_MM_015,Madhya Marg - Sec 15 to 16,"30.7268,76.7764",,CHANDIGARH,CHDTA,2665,1665
1666,31.6,34.2,OK,2026-01-15T08:55:00.000,CHD_MM_016,Madhya Marg - Sec 16 to 17,"30.7241,76.7761",,CHANDIGARH,CHDTA,2666,1666
1667,28.8,37.5,OK,2026-01-15T08:55:00.000,CHD_MM_017,Madhya Marg - Sec 17 to 18,"30.7214,76.7752",,CHANDIGARH,CHDTA,2667,1667
1668,32.2,33.5,OK,2026-01-15T08:55:00.000,CHD_MM_018,Madhya Marg - Sec 18 to 19,"30.7186,76.7762",,CHANDIGARH,CHDTA,2668,1668
1669,28.0,38.6,OK,2026-01-15T08:55:00.000,CHD_MM_019,Madhya Marg - Sec 19 to 20,"30.7159,76.7769",,CHANDIGARH,CHDTA,2669,1669
1670,33.1,32.6,OK,2026-01-15T08:55:00.000,CHD_MM_020,Madhya Marg - Sec 20 to 21,"30.7132,76.7746",,CHANDIGARH,CHDTA,2670,1670
1671,39.0,27.7,OK,2026-01-15T08:55:00.000,CHD_MM_021,Madhya Marg - Sec 21 to 22,"30.7105,76.7769",,CHANDIGARH,CHDTA,2671,1671
1672,35.4,30.5,OK,2026-01-15T08:55:00.000,CHD_MM_022,Madhya Marg - Sec 22 to 23,"30.7077,76.7766",,CHANDIGARH,CHDTA,2672,1672
1673,27.1,39.9,OK,2026-01-15T08:55:00.000,CHD_MM_023,Madhya Marg - Sec 23 to 24,"30.705,76.7756",,CHANDIGARH,CHDTA,2673,1673
1674,34.2,31.6,OK,2026-01-15T08:55:00.000,CHD_JM_001,Jan Marg - Seg 1,"30.7516,76.77",,CHANDIGARH,CHDTA,2674,1674
1675,33.8,32.0,OK,2026-01-15T08:55:00.000,CHD_JM_002,Jan Marg - Seg 2,"30.7596,76.773",,CHANDIGARH,CHDTA,2675,1675
1676,28.6,37.8,OK,2026-01-15T08:55:00.000,CHD_JM_003,Jan Marg - Seg 3,"30.7534,76.776",,CHANDIGARH,CHDTA,2676,1676
1677,35.0,30.9,OK,2026-01-15T08:55:00.000,CHD_JM_004,Jan Marg - Seg 4,"30.7509,76.779",,CHANDIGARH,CHDTA,2677,1677
1678,33.0,32.7,OK,2026-01-15T08:55:00.000,CHD_JM_005,Jan Marg - Seg 5,"30.751,76.782",,CHANDIGARH,CHDTA,2678,1678
1679,34.6,31.2,OK,2026-01-15T08:55:00.000,CHD_JM_006,Jan Marg - Seg 6,"30.7585,76.785",,CHANDIGARH,CHDTA,2679,1679
1680,25.8,41.9,OK,2026-01-15T08:55:00.000,CHD_JM_007,Jan Marg - Seg 7,"30.756,76.788",,CHANDIGARH,CHDTA,2680,1680
1681,31.2,34.6,OK,2026-01-15T08:55:00.000,CHD_JM_008,Jan Marg - Seg 8,"30.7581,76.791",,CHANDIGARH,CHDTA,2681,1681
1682,35.8,30.2,OK,2026-01-15T08:55:00.000,CHD_JM_009,Jan Marg - Seg 9,"30.7573,76.794",,CHANDIGARH,CHDTA,2682,1682
1683,26.5,40.8,OK,2026-01-15T08:55:00.000,CHD_JM_010,Jan Marg - Seg 10,"30.7554,76.797",,CHANDIGARH,CHDTA,2683,1683
1684,36.6,29.5,OK,2026-01-15T08:55:00.000,CHD_JM_011,Jan Marg - Seg 11,"30.7597,76.8",,CHANDIGARH,CHDTA,2684,1684
1685,25.1,43.0,OK,2026-01-15T08:55:00.000,CHD_JM_012,Jan Marg - Seg 12,"30.7538,76.803",,CHANDIGARH,CHDTA,2685,1685
1686,33.3,32.4,OK,2026-01-15T08:55:00.000,CHD_JM_013,Jan Marg - Seg 13,"30.7555,76.806",,CHANDIGARH,CHDTA,2686,1686
1687,38.9,27.8,OK,2026-01-15T08:55:00.000,CHD_JM_014,Jan Marg - Seg 14,"30.7583,76.809",,CHANDIGARH,CHDTA,2687,1687
1688,31.1,34.7,OK,2026-01-15T08:55:00.000,CHD_JM_015,Jan Marg - Seg 15,"30.7562,76.812",,CHANDIGARH,CHDTA,2688,1688
1689,39.0,27.7,OK,2026-01-15T08:55:00.000,CHD_JM_016,Jan Marg - Seg 16,"30.7586,76.815",,CHANDIGARH,CHDTA,2689,1689
1690,38.2,28.3,OK,2026-01-15T08:55:00.000,CHD_DM_001,Dakshin Marg - Seg 1,"30.7208,76.77",,CHANDIGARH,CHDTA,2690,1690
1691,32.2,33.5,OK,2026-01-15T08:55:00.000,CHD_DM_002,Dakshin Marg - Seg 2,"30.722,76.7733",,CHANDIGARH,CHDTA,2691,1691
1692,28.0,38.6,OK,2026-01-15T08:55:00.000,CHD_DM_003,Dakshin Marg - Seg 3,"30.7155,76.7767",,CHANDIGARH,CHDTA,2692,1692
1693,39.5,27.3,OK,2026-01-15T08:55:00.000,CHD_DM_004,Dakshin Marg - Seg 4,"30.7173,76.78",,CHANDIGARH,CHDTA,2693,1693
1694,29.8,36.2,OK,2026-01-15T08:55:00.000,CHD_DM_005,Dakshin Marg - Seg 5,"30.7179,76.7833",,CHANDIGARH,CHDTA,2694,1694
1695,34.7,31.1,OK,2026-01-15T08:55:00.000,CHD_DM_006,Dakshin Marg - Seg 6,"30.7158,76.7867",,CHANDIGARH,CHDTA,2695,1695
1696,38.6,28.0,OK,2026-01-15T08:55:00.000,CHD_DM_007,Dakshin Marg - Seg 7,"30.7173,76.79",,CHANDIGARH,CHDTA,2696,1696
1697,26.3,41.1,OK,2026-01-15T08:55:00.000,CHD_DM_008,Dakshin Marg - Seg 8,"30.716,76.7933",,CHANDIGARH,CHDTA,2697,1697
1698,33.6,32.1,OK,2026-01-15T08:55:00.000,CHD_DM_009,Dakshin Marg - Seg 9,"30.7178,76.7967",,CHANDIGARH,CHDTA,2698,1698
1699,33.0,32.7,OK,2026-01-15T08:55:00.000,CHD_DM_010,Dakshin Marg - Seg 10,"30.7214,76.8",,CHANDIGARH,CHDTA,2699,1699
1700,35.8,30.2,OK,2026-01-15T08:55:00.000,CHD_DM_011,Dakshin Marg - Seg 11,"30.7186,76.8033",,CHANDIGARH,CHDTA,2700,1700
1701,39.1,27.6,OK,2026-01-15T08:55:00.000,CHD_DM_012,Dakshin Marg - Seg 12,"30.7187,76.8067",,CHANDIGARH,CHDTA,2701,1701
1702,38.7,27.9,OK,2026-01-15T08:55:00.000,CHD_DM_013,Dakshin Marg - Seg 13,"30.7171,76.81",,CHANDIGARH,CHDTA,2702,1702
1703,27.6,39.1,OK,2026-01-15T08:55:00.000,CHD_DM_014,Dakshin Marg - Seg 14,"30.7177,76.8133",,CHANDIGARH,CHDTA,2703,1703
1704,38.2,28.3,OK,2026-01-15T08:55:00.000,CHD_DM_015,Dakshin Marg - Seg 15,"30.7244,76.8167",,CHANDIGARH,CHDTA,2704,1704
1705,27.6,39.1,OK,2026-01-15T08:55:00.000,CHD_DM_016,Dakshin Marg - Seg 16,"30.7215,76.82",,CHANDIGARH,CHDTA,2705,1705
1706,38.8,27.8,OK,2026-01-15T08:55:00.000,CHD_HM_001,Himalaya Marg - Seg 1,"30.723,76.75",,CHANDIGARH,CHDTA,2706,1706
1707,40.0,27.0,OK,2026-01-15T08:55:00.000,CHD_HM_002,Himalaya Marg - Seg 2,"30.7209,76.7532",,CHANDIGARH,CHDTA,2707,1707
1708,31.0,34.8,OK,2026-01-15T08:55:00.000,CHD_HM_003,Himalaya Marg - Seg 3,"30.7236,76.7564",,CHANDIGARH,CHDTA,2708,1708
1709,32.4,33.3,OK,2026-01-15T08:55:00.000,CHD_HM_004,Himalaya Marg - Seg 4,"30.7208,76.7595",,CHANDIGARH,CHDTA,2709,1709
1710,39.0,27.7,OK,2026-01-15T08:55:00.000,CHD_HM_005,Himalaya Marg - Seg 5,"30.7219,76.7627",,CHANDIGARH,CHDTA,2710,1710
1711,39.4,27.4,OK,2026-01-15T08:55:00.000,CHD_HM_006,Himalaya Marg - Seg 6,"30.7249,76.7659",,CHANDIGARH,CHDTA,2711,1711
1712,38.9,27.8,OK,2026-01-15T08:55:00.000,CHD_HM_007,Himalaya Marg - Seg 7,"30.7232,76.7691",,CHANDIGARH,CHDTA,2712,1712
1713,38.2,28.3,OK,2026-01-15T08:55:00.000,CHD_HM_008,Himalaya Marg - Seg 8,"30.7228,76.7723",,CHANDIGARH,CHDTA,2713,1713
1714,25.1,43.0,OK,2026-01-15T08:55:00.000,CHD_HM_009,Himalaya Marg - Seg 9,"30.7234,76.7755",,CHANDIGARH,CHDTA,2714,1714
1715,33.5,32.2,OK,2026-01-15T08:55:00.000,CHD_HM_010,Himalaya Marg - Seg 10,"30.7242,76.7786",,CHANDIGARH,CHDTA,2715,1715
1716,26.6,40.6,OK,2026-01-15T08:55:00.000,CHD_HM_011,Himalaya Marg - Seg 11,"30.7239,76.7818",,CHANDIGARH,CHDTA,2716,1716
1717,39.7,27.2,OK,2026-01-15T08:55:00.000,CHD_HM_012,Himalaya Marg - Seg 12,"30.7211,76.785",,CHANDIGARH,CHDTA,2717,1717
1718,29.3,36.9,OK,2026-01-15T08:55:00.000,CHD_VP_001,Vidhya Path - Seg 1,"30.7453,76.76",,CHANDIGARH,CHDTA,2718,1718
1719,39.8,27.1,OK,2026-01-15T08:55:00.000,CHD_VP_002,Vidhya Path - Seg 2,"30.7482,76.7641",,CHANDIGARH,CHDTA,2719,1719
1720,33.1,32.6,OK,2026-01-15T08:55:00.000,CHD_VP_003,Vidhya Path - Seg 3,"30.7477,76.7682",,CHANDIGARH,CHDTA,2720,1720
1721,32.4,33.3,OK,2026-01-15T08:55:00.000,CHD_VP_004,Vidhya Path - Seg 4,"30.7471,76.7723",,CHANDIGARH,CHDTA,2721,1721
1722,39.1,27.6,OK,2026-01-15T08:55:00.000,CHD_VP_005,Vidhya Path - Seg 5,"30.7544,76.7764",,CHANDIGARH,CHDTA,2722,1722
1723,37.8,28.6,OK,2026-01-15T08:55:00.000,CHD_VP_006,Vidhya Path - Seg 6,"30.7538,76.7805",,CHANDIGARH,CHDTA,2723,1723
1724,32.0,33.8,OK,2026-01-15T08:55:00.000,CHD_VP_007,Vidhya Path - Seg 7,"30.7481,76.7845",,CHANDIGARH,CHDTA,2724,1724
1725,27.9,38.7,OK,2026-01-15T08:55:00.000,CHD_VP_008,Vidhya Path - Seg 8,"30.7516,76.7886",,CHANDIGARH,CHDTA,2725,1725
1726,26.7,40.4,OK,2026-01-15T08:55:00.000,CHD_VP_009,Vidhya Path - Seg 9,"30.749,76.7927",,CHANDIGARH,CHDTA,2726,1726
1727,27.4,39.4,OK,2026-01-15T08:55:00.000,CHD_VP_010,Vidhya Path - Seg 10,"30.7541,76.7968",,CHANDIGARH,CHDTA,2727,1727
1728,31.9,33.9,OK,2026-01-15T08:55:00.000,CHD_VP_011,Vidhya Path - Seg 11,"30.7496,76.8009",,CHANDIGARH,CHDTA,2728,1728
1729,28.9,37.4,OK,2026-01-15T08:55:00.000,CHD_VP_012,Vidhya Path - Seg 12,"30.7476,76.805",,CHANDIGARH,CHDTA,2729,1729
1730,27.8,38.8,OK,2026-01-15T08:55:00.000,CHD_PM_001,Purv Marg - Seg 1,"30.7125,76.79",,CHANDIGARH,CHDTA,2730,1730
1731,36.0,30.0,OK,2026-01-15T08:55:00.000,CHD_PM_002,Purv Marg - Seg 2,"30.7156,76.7936",,CHANDIGARH,CHDTA,2731,1731
1732,36.9,29.3,OK,2026-01-15T08:55:00.000,CHD_PM_003,Purv Marg - Seg 3,"30.7126,76.7973",,CHANDIGARH,CHDTA,2732,1732
1733,33.5,32.2,OK,2026-01-15T08:55:00.000,CHD_PM_004,Purv Marg - Seg 4,"30.7158,76.8009",,CHANDIGARH,CHDTA,2733,1733
1734,36.4,29.7,OK,2026-01-15T08:55:00.000,CHD_PM_005,Purv Marg - Seg 5,"30.719,76.8045",,CHANDIGARH,CHDTA,2734,1734
1735,27.6,39.1,OK,2026-01-15T08:55:00.000,CHD_PM_006,Purv Marg - Seg 6,"30.714,76.8082",,CHANDIGARH,CHDTA,2735,1735
1736,37.8,28.6,OK,2026-01-15T08:55:00.000,CHD_PM_007,Purv Marg - Seg 7,"30.7122,76.8118",,CHANDIGARH,CHDTA,2736,1736
1737,38.5,28.1,OK,2026-01-15T08:55:00.000,CHD_PM_008,Purv Marg - Seg 8,"30.72,76.8155",,CHANDIGARH,CHDTA,2737,1737
1738,37.4,28.9,OK,2026-01-15T08:55:00.000,CHD_PM_009,Purv Marg - Seg 9,"30.7151,76.8191",,CHANDIGARH,CHDTA,2738,1738
1739,32.7,33.0,OK,2026-01-15T08:55:00.000,CHD_PM_010,Purv Marg - Seg 10,"30.7109,76.8227",,CHANDIGARH,CHDTA,2739,1739
1740,26.3,41.1,OK,2026-01-15T08:55:00.000,CHD_PM_011,Purv Marg - Seg 11,"30.7105,76.8264",,CHANDIGARH,CHDTA,2740,1740
1741,35.0,30.9,OK,2026-01-15T08:55:00.000,CHD_PM_012,Purv Marg - Seg 12,"30.7111,76.83",,CHANDIGARH,CHDTA,2741,1741
1742,27.8,38.8,OK,2026-01-15T08:55:00.000,CHD_S8_001,Sec 8/9 Road - Seg 1,"30.75,76.7791",,CHANDIGARH,CHDTA,2742,1742
1743,27.1,39.9,OK,2026-01-15T08:55:00.000,CHD_S8_002,Sec 8/9 Road - Seg 2,"30.7521,76.7794",,CHANDIGARH,CHDTA,2743,1743
1744,29.9,36.1,OK,2026-01-15T08:55:00.000,CHD_S8_003,Sec 8/9 Road - Seg 3,"30.7543,76.7786",,CHANDIGARH,CHDTA,2744,1744
1745,28.7,37.6,OK,2026-01-15T08:55:00.000,CHD_S8_004,Sec 8/9 Road - Seg 4,"30.7564,76.7779",,CHANDIGARH,CHDTA,2745,1745
1746,28.9,37.4,OK,2026-01-15T08:55:00.000,CHD_S8_005,Sec 8/9 Road - Seg 5,"30.7586,76.7786",,CHANDIGARH,CHDTA,2746,1746
